NOMBRE_TUI,CATEGORIA_TUI,TIPOS_TUI,DIRECCION_TUI,WEBSITE,TELEFONO,HORARIO,RATING_TUI,TOTAL_VALORACIONES_TUI,GOOGLE_MAPS_URL,ESTADO_NEGOCIO,NIVEL_PRECIO,RESERVA_POSIBLE,ACCESIBILIDAD_SILLA_RUEDAS,DESCRIPCION_TUI,LATITUD_TUI,LONGITUD_TUI
Cervecería L'Europe,bares,"bar, restaurant, food, point_of_interest, establishment","Calle del Cardenal Cisneros, 19 28010 Madrid, Spain",http://www.cerveceriaeuropa.com/,915 93 96 91,Monday: 6:00 PM – 12:00 AM | Tuesday: 6:00 PM – 12:00 AM | Wednesday: 6:00 PM – 12:00 AM | Thursday: 6:00 PM – 12:00 AM | Friday: 6:00 PM – 2:00 AM | Saturday: 6:00 PM – 2:00 AM | Sunday: 6:00 PM – 12:00 AM,4.4,2938,https://maps.google.com/?cid=8521112451425128908,OPERATIONAL,2,True,False,European craft beers on tap & large platters of fried bar bites in an industrial-chic locale.,40.43055,-3.7019
Moe,bares,"bar, point_of_interest, establishment","Avenida de Alberto de Alcocer, 32 28036 Madrid, Spain",https://www.moeclub.com/,,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 9:00 PM – 5:30 AM | Friday: 9:00 PM – 5:30 AM | Saturday: 9:00 PM – 6:00 AM | Sunday: Closed,4.4,1102,https://maps.google.com/?cid=8319225592042326244,OPERATIONAL,2,False,False,,40.4584,-3.68287
Taberna Puerto Lagasca,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Lagasca, 81 28006 Madrid, Spain",https://puertolagasca.com/,915 76 41 11,Monday: 1:00 PM – 12:00 AM | Tuesday: 1:00 PM – 12:00 AM | Wednesday: 1:00 PM – 12:00 AM | Thursday: 1:00 PM – 1:00 AM | Friday: 1:00 PM – 1:00 AM | Saturday: 1:00 PM – 1:00 AM | Sunday: 1:00 PM – 12:00 AM,4.4,909,https://maps.google.com/?cid=11146268108297845952,OPERATIONAL,2,True,False,,40.43114,-3.68484
Restaurante La Montería,bares,"restaurant, bar, food, point_of_interest, establishment","Calle de Lope de Rueda, 35 28009 Madrid, Spain",http://www.lamonteria.es/,915 74 18 12,"Monday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Tuesday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Wednesday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Thursday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Friday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Saturday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Sunday: Closed",4.5,3157,https://maps.google.com/?cid=12343702592041276602,OPERATIONAL,2,True,False,"Laid-back venue featuring a bar menu & traditional regional mains, plus an extensive wine list.",40.42028,-3.67753
11 Nudos Madrid,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Augusto Figueroa, 24 28004 Madrid, Spain",https://www.osborne.es/es/restaurante-11-nudos-terraza-nordes,913 30 02 94,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 12:30 AM | Saturday: 12:00 PM – 12:30 AM | Sunday: 12:00 PM – 12:00 AM,4.1,3976,https://maps.google.com/?cid=4684091705908314090,OPERATIONAL,3,True,True,,40.42205,-3.69755
Docamar,bares,"bar, restaurant, food, point_of_interest, establishment","Calle Alcalá, 337 28027 Madrid, Spain",http://www.docamar.com/,913 67 83 17,Monday: Closed | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 5:00 PM,4.3,14850,https://maps.google.com/?cid=6841416850379268829,OPERATIONAL,1,False,False,"Down-to-earth, long-established restaurant known for its classic Spanish raciones & paellas.",40.4336,-3.64818
El Olvido | Restaurante Chamartín,bares,"restaurant, meal_delivery, meal_takeaway, bar, food, point_of_interest, establishment","Calle de Juan Hurtado de Mendoza, 13 28036 Madrid, Spain",https://www.lamision.es/el-olvido-conocenos/?utm_source=GMB&utm_medium=WEB,917 03 00 56,Monday: 12:00 – 11:00 PM | Tuesday: 12:00 – 11:00 PM | Wednesday: 12:00 – 11:00 PM | Thursday: 12:00 – 11:30 PM | Friday: 12:00 – 11:30 PM | Saturday: 12:00 – 11:30 PM | Sunday: 12:00 – 11:00 PM,4.3,2539,https://maps.google.com/?cid=1557521303769203720,OPERATIONAL,2,True,False,,40.46054,-3.68691
Casa Carola,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Padilla, 54 28006 Madrid, Spain",http://www.casacarola.com/,914 01 94 08,,4.6,2822,https://maps.google.com/?cid=7308914751210245761,CLOSED_TEMPORARILY,2,True,False,"Taverna dishing up traditional Madrid pork stew, plus tapas & wine, in a rustic, colorful space.",40.43117,-3.67761
La Cocina Bar,bares,"bar, point_of_interest, establishment","Avenida de Alberto de Alcocer, 48 28016 Madrid, Spain",https://www.instagram.com/lacocinarock/,,Monday: Closed | Tuesday: 6:00 AM – 11:30 PM | Wednesday: 6:00 AM – 11:30 PM | Thursday: 6:00 AM – 11:30 PM | Friday: 6:00 AM – 11:30 PM | Saturday: 6:00 AM – 11:30 PM | Sunday: 6:00 AM – 11:30 PM,3.6,691,https://maps.google.com/?cid=4455789942269817982,OPERATIONAL,2,False,False,,40.45844,-3.6793
Tatoom Road,bares,"night_club, bar, restaurant, food, point_of_interest, establishment","Avenida de Brasil,  28020 Madrid, Spain",http://tatoomroad.com/,658 87 98 54,Monday: 5:00 PM – 3:00 AM | Tuesday: 5:00 PM – 3:00 AM | Wednesday: 5:00 PM – 3:00 AM | Thursday: 5:00 PM – 3:00 AM | Friday: 5:00 PM – 3:30 AM | Saturday: 5:00 PM – 3:30 AM | Sunday: Closed,3.7,725,https://maps.google.com/?cid=18009037897630337601,OPERATIONAL,1,True,False,,40.45394,-3.69407
Fun House,bares,"bar, point_of_interest, establishment","Calle de Palafox, 8 28010 Madrid, Spain",http://www.funhousemusicbar.com/,910 17 66 19,Monday: Closed | Tuesday: Closed | Wednesday: 9:00 PM – 5:30 AM | Thursday: 9:00 PM – 5:30 AM | Friday: 9:00 PM – 6:00 AM | Saturday: 9:00 PM – 6:00 AM | Sunday: Closed,4.4,1483,https://maps.google.com/?cid=11809363700171139561,OPERATIONAL,2,False,False,"Convivial bar hosting live bands playing rock 'n' roll & soul music, plus a resident DJ.",40.43137,-3.70114
Casa Hortensia Restaurante & Sidrería,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de la Farmacia, 2 28004 Madrid, Spain",http://www.casahortensia.com/,915 39 00 90,Monday: Closed | Tuesday: 1:00 PM – 12:00 AM | Wednesday: 1:00 PM – 12:00 AM | Thursday: 1:00 PM – 12:00 AM | Friday: 1:00 PM – 12:00 AM | Saturday: 1:00 PM – 12:00 AM | Sunday: 1:00 – 4:30 PM,4.4,6283,https://maps.google.com/?cid=4236509372472377642,OPERATIONAL,2,True,True,"Elegant venue for Asturian dishes like roast lamb, hake & custard desserts, served with local cider.",40.42388,-3.70038
Pop'n'Roll,discotecas,"night_club, point_of_interest, establishment","Calle de Santa Hortensia, 60 28002 Madrid, Spain",http://www.popandroll.es/,609 81 69 00,Monday: 9:30 PM – 2:00 AM | Tuesday: 9:30 PM – 2:00 AM | Wednesday: 9:30 PM – 2:00 AM | Thursday: 9:30 PM – 3:30 AM | Friday: 9:30 PM – 3:45 AM | Saturday: 9:30 PM – 3:45 AM | Sunday: Closed,4.1,183,https://maps.google.com/?cid=4620139535898402513,OPERATIONAL,2,True,True,,40.44698,-3.6638
Moby Dick Club,discotecas,"night_club, bar, point_of_interest, establishment","Avenida de Brasil, 5 28020 Madrid, Spain",http://www.mobydickclub.com/,915 55 76 71,Monday: Closed | Tuesday: Closed | Wednesday: 9:00 PM – 1:00 AM | Thursday: 9:00 PM – 4:00 AM | Friday: 9:00 PM – 6:00 AM | Saturday: 9:00 PM – 6:00 AM | Sunday: Closed,4.2,2387,https://maps.google.com/?cid=6287006484886188954,OPERATIONAL,2,False,True,"Buzzing, old-school nightspot with a warehouse vibe, plus a full bar, regular live music & a patio.",40.45449,-3.69404
Liberata,discotecas,"night_club, point_of_interest, establishment","Avenida de Alberto de Alcocer, 43 28016 Madrid, Spain",https://liberatamadrid.com/,639 70 68 12,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 11:30 PM – 5:30 AM | Friday: 11:30 PM – 6:00 AM | Saturday: 11:30 PM – 6:00 AM | Sunday: Closed,3.7,1438,https://maps.google.com/?cid=848886354157312231,OPERATIONAL,,True,False,,40.45888,-3.68014
Sala Cats,discotecas,"night_club, point_of_interest, establishment","Calle de Julián Romea, 4 28003 Madrid, Spain",https://www.catsmadrid.es/,644 68 66 22,Monday: Closed | Tuesday: 12:00 – 5:30 AM | Wednesday: 11:00 PM – 6:00 AM | Thursday: 11:00 PM – 6:00 AM | Friday: 11:00 PM – 6:00 AM | Saturday: 11:00 PM – 6:00 AM | Sunday: 7:00 PM – 2:00 AM,3.0,3529,https://maps.google.com/?cid=1136618563435806568,OPERATIONAL,2,True,True,"Concerts, salsa nights & themed events at an industrial-style venue with a cocktail list.",40.44277,-3.71344
Marmara,discotecas,"night_club, point_of_interest, establishment","Calle del Padre Damián, 23 28036 Madrid, Spain",,,,3.5,22,https://maps.google.com/?cid=2425656888436565781,OPERATIONAL,,False,False,,40.4584,-3.68593
Kube Madrid,discotecas,"bar, night_club, point_of_interest, establishment","Calle del Poeta Joan Maragall, 38 28020 Madrid, Spain",https://www.kubemadrid.es/,912 83 96 86,Monday: 3:30 PM – 3:00 AM | Tuesday: 3:30 PM – 3:00 AM | Wednesday: 3:30 PM – 3:00 AM | Thursday: 3:30 PM – 3:00 AM | Friday: 3:30 PM – 3:30 AM | Saturday: 3:30 PM – 3:30 AM | Sunday: 3:30 PM – 3:00 AM,4.0,1921,https://maps.google.com/?cid=11871200364753639686,OPERATIONAL,2,True,False,,40.45984,-3.69173
Facemagazine,discotecas,"night_club, point_of_interest, establishment","Calle de Recaredo, 6 28002 Madrid, Spain",,913 29 17 75,,,,https://maps.google.com/?cid=7695728949191416269,CLOSED_TEMPORARILY,,False,False,,40.44118,-3.68041
ANVI,discotecas,"bar, night_club, point_of_interest, establishment","Calle de Cartagena, 19 28028 Madrid, Spain",,603 65 01 48,Monday: 1:30 PM – 3:00 AM | Tuesday: 1:30 PM – 3:00 AM | Wednesday: 1:30 PM – 3:00 AM | Thursday: 1:30 PM – 3:00 AM | Friday: 1:30 PM – 3:00 AM | Saturday: 1:30 PM – 3:00 AM | Sunday: 1:30 PM – 3:00 AM,4.4,5,https://maps.google.com/?cid=1561798313504082284,OPERATIONAL,,False,False,,40.43271,-3.67056
Discoteca & Karaoke MAGGYK,discotecas,"night_club, bar, point_of_interest, establishment","Calle de Coslada, 11 28028 Madrid, Spain",,671 12 95 06,Monday: 10:00 PM – 5:00 AM | Tuesday: 10:00 PM – 5:00 AM | Wednesday: 10:00 PM – 5:00 AM | Thursday: 10:00 PM – 5:00 AM | Friday: 10:00 PM – 6:00 AM | Saturday: 10:00 PM – 6:00 AM | Sunday: 10:00 PM – 5:00 AM,4.3,335,https://maps.google.com/?cid=12264144006801535259,OPERATIONAL,2,True,False,,40.43803,-3.67415
Liberty Supper Club,discotecas,"night_club, point_of_interest, establishment","Calle de Juan Bravo, 31 28006 Madrid, Spain",http://libertysupperclub.com/,640 02 79 71,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 12:00 – 5:30 AM | Friday: 12:00 – 5:30 AM | Saturday: 12:00 – 5:30 AM | Sunday: Closed,2.9,971,https://maps.google.com/?cid=10691801554276517803,OPERATIONAL,3,True,False,,40.4328,-3.67883
Terraza Chill & Cocktail Bar Puerta América,discotecas,"night_club, bar, point_of_interest, establishment","Avenida de América, 41 28002 Madrid, Spain",,,Monday: 4:00 – 10:00 PM | Tuesday: 1:30 – 11:00 PM | Wednesday: 1:30 – 11:00 PM | Thursday: 1:00 – 11:00 PM | Friday: 1:00 – 11:00 PM | Saturday: 1:00 – 11:00 PM | Sunday: 1:30 – 11:00 PM,4.0,94,https://maps.google.com/?cid=14976670294239208589,OPERATIONAL,,True,True,,40.44073,-3.6701
Discoteca Comodoro,discotecas,"night_club, point_of_interest, establishment","Calle de Joaquín Costa, 29 28002 Madrid, Spain",,,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 12:00 – 5:30 AM | Friday: 12:00 – 6:00 AM | Saturday: 12:00 – 6:00 AM | Sunday: Closed,3.3,366,https://maps.google.com/?cid=17822720149261117683,OPERATIONAL,2,True,True,,40.44603,-3.68606
The Shaker,discotecas,"night_club, bar, point_of_interest, establishment","Calle de Alcántara, 38 28006 Madrid, Spain",,606 73 88 64,Monday: 10:00 PM – 3:00 AM | Tuesday: 10:00 PM – 3:00 AM | Wednesday: 10:00 PM – 3:00 AM | Thursday: 10:00 PM – 3:00 AM | Friday: 9:00 PM – 3:30 AM | Saturday: 9:00 PM – 3:30 AM | Sunday: 10:00 PM – 3:00 AM,4.6,1168,https://maps.google.com/?cid=14916257123853142266,OPERATIONAL,1,True,True,,40.42929,-3.67357
Club liberal Edén Parejas,discotecas,"night_club, point_of_interest, establishment","Calle de Londres, 12 28028 Madrid, Spain",http://www.edenparejas.com/,625 65 85 01,Monday: Closed | Tuesday: Closed | Wednesday: 6:00 PM – 3:00 AM | Thursday: 6:00 PM – 3:00 AM | Friday: 6:00 PM – 6:00 AM | Saturday: 6:00 PM – 6:00 AM | Sunday: 6:00 PM – 3:00 AM,3.5,135,https://maps.google.com/?cid=10562405236002780845,OPERATIONAL,2,True,False,,40.43129,-3.66965
B12 The Bar Lab,discotecas,"night_club, point_of_interest, establishment","Calle de Joaquín Costa, 27 28002 Madrid, Spain",https://www.b12madrid.com/,616 72 48 69,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 12:00 – 5:30 AM | Friday: 12:00 – 6:00 AM | Saturday: 12:00 – 6:00 AM | Sunday: Closed,4.2,2002,https://maps.google.com/?cid=8670265383288981177,OPERATIONAL,1,True,False,"Themed parties, creative cocktails & shots in test tubes at a compact, lively club with a terrace.",40.44618,-3.68658
Mr.Lemmon bar,discotecas,"night_club, bar, point_of_interest, establishment","Calle de Rafaela Bonilla, 4 28028 Madrid, Spain",,601 33 73 89,Monday: 6:00 PM – 1:00 AM | Tuesday: 6:00 PM – 1:00 AM | Wednesday: 6:00 PM – 1:00 AM | Thursday: 6:00 PM – 1:00 AM | Friday: 6:00 PM – 1:00 AM | Saturday: 6:00 PM – 12:30 AM | Sunday: Closed,4.5,360,https://maps.google.com/?cid=4181200112291402735,OPERATIONAL,1,True,False,,40.43374,-3.66734
Vanity,discotecas,"night_club, point_of_interest, establishment","Calle de Miguel Ángel, 3 28010 Madrid, Spain",http://www.vanitymadrid.com/,,Monday: Closed | Tuesday: Closed | Wednesday: 9:00 PM – 2:00 AM | Thursday: Closed | Friday: 12:00 – 6:00 AM | Saturday: 12:00 – 6:00 AM | Sunday: Closed,2.6,145,https://maps.google.com/?cid=4488484604226539394,OPERATIONAL,3,False,False,,40.43383,-3.69146
Tuk room Karaoke,discotecas,"bar, night_club, point_of_interest, establishment","Calle de Hermosilla, 101 28006 Madrid, Spain",https://instagram.com/karaoketuk?igshid=OGQ5ZDc2ODk2ZA==,636 45 13 88,Monday: 10:00 PM – 5:30 AM | Tuesday: 10:00 PM – 5:30 AM | Wednesday: 10:00 PM – 5:30 AM | Thursday: 10:00 PM – 5:30 AM | Friday: 10:00 PM – 5:30 AM | Saturday: 10:00 PM – 5:30 AM | Sunday: 10:00 PM – 5:30 AM,3.7,1063,https://maps.google.com/?cid=12394087784552438546,OPERATIONAL,1,False,True,,40.42597,-3.67445
Goya Social Club,discotecas,"night_club, point_of_interest, establishment","Calle de Goya, 43 28001 Madrid, Spain",http://www.goyasocialclub.com/,681 65 00 40,,3.4,313,https://maps.google.com/?cid=9013719492708575412,OPERATIONAL,2,True,False,,40.42534,-3.68295
Gayarre,discotecas,"night_club, point_of_interest, establishment","Paseo de la Castellana, 118 28046 Madrid, Spain",https://gayarrecopas.com/,915 64 25 15,,3.7,1614,https://maps.google.com/?cid=4318130183468547493,CLOSED_TEMPORARILY,2,True,True,"Themed party nights, live music & cocktails at a nightclub popular with older clients.",40.44837,-3.69035
Sotto - Discoteca y sala de eventos en Bernabéu,discotecas,"bar, night_club, point_of_interest, establishment","Calle de Gutiérrez Solana, 6 28036 Madrid, Spain",http://www.sottoclub.com/,,,4.0,494,https://maps.google.com/?cid=11228045089627123357,CLOSED_TEMPORARILY,2,False,False,,40.45051,-3.68787
EVENTOS CHANGO CLUB,discotecas,"night_club, point_of_interest, establishment","Calle de Covarrubias, 42 28010 Madrid, Spain",http://changomadrid.com/,673 29 88 70,Monday: Closed | Tuesday: Closed | Wednesday: 11:30 PM – 5:30 AM | Thursday: 11:30 PM – 5:30 AM | Friday: 11:30 PM – 6:00 AM | Saturday: 11:30 PM – 6:00 AM | Sunday: Closed,3.9,1513,https://maps.google.com/?cid=10379516650335675488,OPERATIONAL,2,True,False,,40.43169,-3.69813
Discoteca Capricho,discotecas,"night_club, point_of_interest, establishment","Calle del Príncipe de Vergara, 225 28016 Madrid, Spain",https://salacapricho.com/,691 49 15 96,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 10:00 PM – 6:00 AM | Saturday: 10:00 PM – 6:00 AM | Sunday: Closed,3.1,507,https://maps.google.com/?cid=11848958146862740617,OPERATIONAL,2,True,False,,40.45352,-3.67766
Juanchito,discotecas,"night_club, point_of_interest, establishment","Calle de los Fundadores, 7 28028 Madrid, Spain",,,,1.0,1,https://maps.google.com/?cid=17520282449407729552,OPERATIONAL,,False,False,,40.42472,-3.66775
Ginger Sala Madrid,discotecas,"night_club, point_of_interest, establishment","Calle de Maudes, 41 28003 Madrid, Spain",https://salagingermadrid.com/,695 28 88 53,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 11:00 PM – 5:30 AM | Friday: 11:00 PM – 6:00 AM | Saturday: 11:00 PM – 6:00 AM | Sunday: Closed,4.4,1027,https://maps.google.com/?cid=1860615167161728079,OPERATIONAL,,True,True,,40.44519,-3.69792
Nuit,discotecas,"night_club, point_of_interest, establishment","Calle de Orense, 10 28020 Madrid, Spain",,,Monday: 12:00 – 5:30 AM | Tuesday: 12:00 – 5:30 AM | Wednesday: 12:00 – 5:30 AM | Thursday: 12:00 – 5:30 AM | Friday: 12:00 – 6:00 AM | Saturday: 12:00 – 6:00 AM | Sunday: Closed,2.6,957,https://maps.google.com/?cid=14081211077116436738,OPERATIONAL,1,True,False,"Stylish, long-standing nightspot with themed parties, dancing & a youthful clientele.",40.44883,-3.69501
